ListingID,ListingDate,Neighborhood,YearBuilt,Renovated,Bedrooms,Bathrooms,SqFt_Living,SqFt_Lot,Floors,GarageSpaces,Condition,SchoolRating,DistanceToCenter_km,CrimeIndex,MedianIncome_k,Price_USD
1000743,2023-12-07,Rural,1984,0,6,3.5,3754,8324,2,0,1,10,14.87,32.7,55.1,706200
1000744,2025-05-22,Downtown,2021,0,3,2.5,939,4272,2,0,5,1,30.41,38.0,49.5,328400
1000745,2024-10-21,Suburb,1957,0,1,1.0,2003,8201,2,0,5,10,15.86,54.0,57.1,516500
1000746,2023-05-26,Suburb,1974,0,1,3.0,2395,10682,1,0,3,3,16.22,62.1,90.0,549100
1000747,2023-04-11,Uptown,1959,0,3,2.0,809,4253,1,2,1,9,11.25,85.5,84.1,322900
1000748,2025-06-04,Suburb,2009,0,2,4.0,1113,9100,3,1,5,1,22.48,38.0,95.4,397900
1000749,2025-04-18,Rural,1975,0,6,2.0,3979,10859,3,1,2,5,26.22,38.8,70.8,705400
1000750,2024-01-22,Rural,2023,0,1,1.5,2685,8174,3,2,3,6,4.68,53.8,57.7,495300
1000751,2025-08-03,Uptown,1961,0,6,1.0,1278,4946,1,0,4,10,10.83,34.8,98.2,533200
1000752,2023-05-18,Uptown,1946,0,2,2.5,1128,8673,1,1,1,2,22.24,42.9,65.8,307800
1000753,2025-08-10,Uptown,1990,0,1,2.5,2075,12064,2,2,1,1,12.83,38.8,82.1,543200
1000754,2023-03-28,Suburb,1996,0,2,3.5,3178,3951,2,3,1,7,9.56,10.0,43.9,694200
1000755,2024-11-28,Suburb,2025,1,1,2.5,3203,8960,1,1,5,1,23.09,46.8,65.5,721100
1000756,2025-07-12,Uptown,2014,0,3,2.0,1222,10462,2,0,5,8,23.93,42.3,100.2,479200
1000757,2024-11-09,Uptown,2016,1,2,2.0,3185,5365,1,2,3,1,9.95,64.1,62.2,748800
1000758,2025-05-03,Waterfront,1994,1,4,2.0,3817,6302,1,2,3,10,15.91,45.1,95.9,1115200
1000759,2024-01-12,Downtown,1970,0,4,4.0,1337,13422,1,1,3,6,3.12,26.2,30.0,533700
1000760,2023-11-12,Suburb,1976,0,1,1.5,597,5961,1,1,2,10,5.94,41.1,65.7,275400
1000761,2023-10-19,Suburb,1951,0,1,4.5,4048,9295,1,0,3,2,15.12,13.6,74.2,859000
1000762,2023-05-08,Downtown,1977,1,1,2.0,2431,2926,2,2,2,3,14.28,26.8,116.3,705200
1000763,2023-10-31,Downtown,1971,0,2,1.0,3373,13949,2,3,4,5,5.3,54.5,52.3,901000
1000764,2023-09-28,Downtown,1943,0,1,2.0,1684,9275,3,2,2,1,7.56,41.3,92.8,548200
1000765,2025-04-09,Waterfront,1957,0,2,1.0,1607,11597,1,1,4,2,4.41,58.8,101.3,593700
1000766,2023-08-22,Downtown,1985,0,4,3.5,1333,9358,1,2,5,4,18.1,15.5,62.1,546600
1000767,2023-07-01,Downtown,1971,0,2,2.5,1303,5848,1,2,2,8,0.5,41.4,69.8,479700
1000768,2025-03-14,Downtown,2025,0,2,2.0,2245,5632,2,1,1,8,4.9,37.9,81.1,736000
1000769,2024-08-12,Downtown,1981,0,3,3.0,891,10757,1,2,3,1,0.5,59.3,45.4,390300
1000770,2023-08-25,Suburb,2022,1,4,3.0,3616,13010,2,1,1,1,17.77,55.1,68.0,792300
1000771,2025-02-12,Uptown,1996,0,2,4.0,2392,2612,2,1,2,7,0.5,54.6,106.1,713500
1000772,2023-08-25,Suburb,1943,0,2,4.5,3887,12806,2,2,4,4,14.29,68.1,89.5,872200
1000773,2025-05-10,Suburb,1957,0,3,3.0,2358,12586,1,1,3,8,28.76,39.5,74.6,576100
1000774,2023-02-05,Rural,2000,1,1,3.5,1622,2348,1,3,3,3,29.06,65.0,80.5,351700
1000775,2024-10-08,Downtown,1986,1,3,3.5,2405,2336,1,1,4,4,0.5,29.3,90.8,766200
1000776,2024-10-16,Rural,1965,0,6,2.5,1070,10670,1,1,1,3,16.69,28.8,95.0,346600
1000777,2024-02-13,Suburb,1984,0,3,3.0,3549,12768,2,1,3,3,5.1,56.3,65.8,756700
1000778,2025-01-25,Downtown,2017,0,1,1.0,3165,6392,1,1,1,8,3.26,22.4,111.8,914400
1000779,2024-02-21,Rural,1973,1,5,3.5,1044,9897,2,1,3,5,12.98,53.6,107.0,404700
1000780,2024-12-17,Rural,1943,0,1,4.5,2653,14996,1,2,2,7,25.05,46.5,92.9,571600
1000781,2023-09-03,Uptown,1966,0,2,1.0,2491,5384,3,1,5,1,19.4,61.1,59.5,522800
1000782,2024-09-15,Waterfront,2020,0,1,3.5,1243,3995,3,1,2,6,7.56,44.1,55.6,452500
1000783,2025-04-08,Suburb,2005,0,6,4.0,951,14881,1,2,2,5,20.35,45.8,70.8,438300
1000784,2025-11-24,Suburb,2012,0,6,2.0,3313,4783,2,0,1,10,0.5,52.6,79.3,898500
1000785,2024-01-30,Waterfront,2018,0,4,2.5,1477,7511,1,2,1,5,7.22,35.1,39.1,571300
1000786,2024-06-02,Uptown,1950,0,4,4.0,2420,7078,2,1,2,2,6.58,34.4,88.9,715000
1000787,2024-06-06,Rural,1964,1,4,4.5,1416,8230,2,1,2,7,14.7,52.1,106.3,445900
1000788,2025-07-31,Uptown,1945,0,4,1.5,2918,4616,2,2,4,2,12.17,44.6,90.7,721200
1000789,2025-11-20,Rural,1940,0,4,2.0,681,10442,2,2,5,10,12.73,38.9,63.1,329700
1000790,2024-12-09,Suburb,2011,0,6,3.0,1829,10626,1,2,5,4,12.43,43.8,60.5,533800
1000791,2025-06-20,Downtown,2020,1,5,2.0,2524,3648,2,1,5,8,14.2,68.9,84.6,765800
1000792,2023-04-03,Suburb,1953,0,1,2.0,2125,7629,2,1,5,7,18.86,38.4,74.6,490600
1000793,2025-04-12,Uptown,2002,0,3,1.0,2766,1614,1,2,3,5,15.34,37.9,87.7,707700
1000794,2025-06-06,Downtown,1986,0,6,1.5,1167,3936,1,2,2,6,11.44,19.4,91.2,499700
1000795,2025-02-22,Downtown,1945,0,3,2.5,2135,14819,2,2,4,2,17.62,44.4,102.0,690700
1000796,2024-10-02,Uptown,2018,0,2,3.0,3299,7991,2,1,2,1,21.44,54.9,53.1,722600
1000797,2025-09-12,Downtown,2014,0,6,3.0,1734,9643,1,2,4,8,9.0,57.5,82.9,659700
1000798,2024-12-17,Downtown,1988,0,4,3.5,1081,13421,2,0,5,10,13.47,46.6,70.0,509500
1000799,2025-07-16,Suburb,2000,0,4,2.5,3637,10935,2,1,1,9,24.46,59.3,75.8,767400
1000800,2023-07-17,Suburb,1974,0,3,2.0,3380,12052,1,0,4,4,4.08,56.0,97.0,755200
1000801,2024-12-30,Suburb,2008,1,1,1.0,3018,10911,1,1,5,4,30.24,61.7,99.4,647200
1000802,2024-04-24,Uptown,1978,0,3,1.5,3453,7883,2,2,3,4,1.95,59.8,108.8,852400
1000803,2025-08-09,Rural,2025,0,3,2.0,3382,9783,2,1,2,8,10.89,68.5,87.4,673700
1000804,2025-08-23,Suburb,1945,0,6,1.5,3263,4896,2,1,2,7,5.45,42.5,75.6,779500
1000805,2025-07-14,Downtown,1954,0,2,1.0,2385,13444,1,2,1,8,33.69,25.1,72.4,583700
1000806,2023-08-25,Downtown,2023,0,1,1.5,571,3354,2,2,2,10,9.47,55.0,39.8,262200
1000807,2024-06-23,Suburb,1964,0,3,3.0,2709,13355,2,1,4,4,9.49,56.7,107.5,747600
1000808,2023-01-01,Downtown,1966,0,6,3.0,1510,13273,2,3,3,7,10.66,68.5,70.9,590700
1000809,2025-12-09,Suburb,2008,0,3,4.0,3361,2820,1,1,2,6,14.86,64.2,89.1,764800
1000810,2023-10-10,Waterfront,1956,1,3,3.5,2233,10885,2,2,3,10,11.04,74.2,92.9,831200
1000811,2024-11-15,Downtown,1984,1,5,2.5,3850,14854,1,0,5,4,12.8,54.3,50.6,1069400
1000812,2024-06-18,Downtown,1964,0,4,1.5,2704,8925,1,1,1,2,0.5,48.4,57.7,737700
1000813,2025-09-18,Waterfront,1957,0,2,2.5,2537,5633,2,1,1,4,14.51,24.2,112.0,761600
1000814,2025-06-19,Suburb,2022,0,6,1.0,3902,13288,2,0,5,7,14.16,49.6,84.4,905000
1000815,2025-05-01,Downtown,1957,0,4,2.5,2258,8078,1,1,4,10,23.35,36.7,65.2,689100
1000816,2024-12-06,Rural,1948,0,1,2.0,1890,2528,2,0,3,9,25.78,48.2,75.2,363000
1000817,2023-05-11,Rural,1997,0,3,2.5,1874,4339,1,2,5,1,12.31,45.8,101.9,415600
1000818,2025-10-04,Suburb,2014,0,6,2.0,3738,10492,1,0,3,6,21.35,52.1,98.6,879400
1000819,2023-03-10,Suburb,1950,0,3,3.0,3298,7266,1,0,3,2,4.09,43.5,45.7,739600
1000820,2024-05-14,Uptown,2000,1,4,3.5,1104,3877,1,3,2,4,20.91,59.0,114.0,429900
1000821,2024-02-20,Downtown,1986,0,4,3.5,2322,12147,2,2,5,10,8.85,10.0,99.3,847400
1000822,2024-03-04,Suburb,2011,0,5,3.0,1874,2512,2,3,4,10,3.34,47.8,74.6,590000
1000823,2025-12-07,Uptown,1950,0,6,2.5,2893,3910,2,1,2,2,12.33,63.0,51.8,669900
1000824,2023-09-11,Suburb,2023,0,1,1.0,693,7412,1,0,4,2,26.6,73.1,101.2,172800
1000825,2024-09-27,Rural,1993,0,4,3.0,3142,1361,1,2,4,7,15.63,56.0,88.5,619200
1000826,2023-08-27,Downtown,2012,1,4,2.5,3247,6301,1,1,1,5,27.47,70.3,45.9,779600
1000827,2025-09-26,Suburb,1971,0,1,2.0,1338,13722,2,0,1,5,7.26,47.5,72.9,337500
1000828,2025-03-17,Uptown,2021,0,5,2.0,1057,14165,1,2,3,9,23.43,45.0,146.8,523500
1000829,2024-03-30,Rural,1993,0,1,4.0,2822,13182,1,2,4,10,8.13,52.9,78.4,655200
1000830,2023-03-30,Uptown,1950,0,3,3.0,1451,5400,2,2,4,10,16.03,45.0,61.7,513000
1000831,2023-06-17,Suburb,2019,0,2,2.5,3984,1721,2,1,2,8,15.95,33.3,55.8,807400
1000832,2023-09-24,Suburb,2008,0,1,3.0,3369,12372,1,2,5,10,19.95,37.3,117.0,783800
1000833,2024-03-21,Uptown,1965,1,5,2.5,4034,6101,1,1,3,8,16.26,28.3,96.7,1038300
1000834,2025-08-28,Suburb,1986,0,2,2.5,2478,11434,2,3,2,9,7.35,52.9,109.0,671500
1000835,2023-05-12,Suburb,1973,0,2,2.0,3973,2492,1,1,1,6,21.92,45.2,83.5,790100
1000836,2024-09-24,Suburb,1986,0,6,2.5,551,10285,1,0,5,1,29.58,39.6,105.6,347600
1000837,2024-01-16,Rural,2023,1,6,3.0,1573,9127,2,0,4,9,8.75,36.5,59.3,447000
1000838,2023-02-21,Waterfront,2017,0,1,1.0,508,13870,1,2,3,10,0.5,52.6,81.6,332400
1000839,2024-11-09,Suburb,1958,0,2,3.5,3007,2247,1,3,2,4,18.49,56.7,84.3,635500
1000840,2025-02-10,Suburb,2023,0,5,2.0,2389,6592,1,2,1,5,11.02,28.0,108.4,647900
1000841,2025-11-17,Downtown,1977,0,5,3.0,1564,14858,1,2,1,6,12.82,25.7,85.0,606900
1000842,2024-07-09,Rural,2000,0,6,3.0,1628,6333,1,3,1,7,19.01,59.3,64.2,375500
1000843,2023-12-23,Suburb,2005,0,4,3.0,2882,10144,1,2,3,7,9.89,24.4,79.4,702200
1000844,2025-07-25,Suburb,1981,0,1,3.0,1167,3085,2,1,1,4,11.58,53.2,41.1,277700
1000845,2023-09-29,Downtown,1979,0,6,4.5,2404,11144,1,2,1,9,13.1,69.3,30.0,706500
1000846,2025-01-17,Rural,1979,0,1,2.5,2770,4716,2,0,2,9,27.23,69.3,96.3,515000
1000847,2025-10-30,Uptown,2014,1,1,3.0,1388,8926,3,1,4,10,14.27,56.1,69.8,482300
1000848,2023-01-05,Suburb,1973,1,5,3.0,1345,13293,1,1,3,6,2.88,55.6,72.2,484800
1000849,2025-10-10,Downtown,1964,0,4,2.0,1810,10187,1,0,1,1,3.24,78.8,96.3,550100
1000850,2023-08-14,Waterfront,1971,0,1,2.0,2691,7536,2,3,4,9,15.25,10.0,108.7,890600
1000851,2024-06-11,Downtown,1956,0,2,2.5,1441,3498,3,3,3,1,3.84,38.0,89.8,516800
1000852,2023-10-10,Downtown,1973,1,4,2.0,1903,5647,2,1,1,2,0.5,57.7,120.4,660600
1000853,2023-06-08,Rural,1949,0,2,2.0,2511,12860,1,2,4,3,19.72,39.9,89.1,522200
1000854,2025-02-08,Waterfront,1947,0,5,2.0,1191,3869,1,1,5,2,20.16,63.6,84.6,478100
1000855,2024-06-12,Downtown,2002,0,3,3.0,2605,10120,1,0,3,8,10.69,44.4,83.3,759200
1000856,2024-07-12,Suburb,1946,1,4,1.5,1011,7686,2,1,1,5,16.64,47.0,49.7,292200
1000857,2024-06-14,Suburb,1988,0,3,3.5,1027,5356,2,1,2,3,15.69,40.9,99.0,349200
1000858,2025-03-30,Rural,2007,0,3,2.5,1376,10977,1,1,3,1,19.42,37.2,30.0,351800
1000859,2025-11-24,Uptown,2002,1,3,3.0,1560,5942,2,0,5,3,19.44,36.8,65.1,456300
1000860,2024-07-16,Suburb,1978,0,5,1.0,610,4871,1,0,5,7,0.5,49.1,78.5,322300
1000861,2023-06-20,Rural,1956,1,4,2.5,4058,8315,2,0,5,8,11.84,33.4,60.6,789300
1000862,2023-12-25,Suburb,2020,0,4,1.0,1640,11560,1,3,5,3,18.66,59.3,68.1,457600
1000863,2024-06-27,Rural,2011,0,4,3.0,3477,13071,2,0,3,1,10.31,54.8,118.5,732200
1000864,2023-04-24,Suburb,1992,1,2,2.0,3838,9743,2,1,4,6,14.33,61.5,102.3,855800
1000865,2023-09-09,Downtown,1947,0,6,4.0,3463,10200,2,1,4,8,20.76,28.1,62.9,985600
1000866,2023-08-11,Waterfront,1943,0,4,2.0,3576,11984,1,1,4,1,14.73,19.5,67.7,1033400
1000867,2025-12-02,Rural,1967,0,5,2.5,870,4623,2,1,4,8,27.57,44.9,49.9,307700
1000868,2024-03-15,Rural,1953,0,6,2.0,1876,4363,2,0,1,2,24.14,88.5,93.5,412000
1000869,2025-08-21,Downtown,2013,0,6,3.0,3261,7673,1,2,5,3,12.93,64.0,72.5,936200
1000870,2024-08-27,Downtown,1957,0,5,2.5,2631,9761,1,2,1,7,12.22,36.7,34.7,735900
1000871,2024-07-08,Rural,1964,0,5,2.0,520,9973,2,2,3,1,0.5,51.4,80.2,270700
1000872,2025-10-25,Downtown,2023,0,3,1.5,2599,2983,1,2,3,4,11.06,55.9,87.7,730900
1000873,2025-01-28,Waterfront,2010,0,5,1.5,3477,11885,1,1,5,2,1.82,24.5,99.2,1083700
1000874,2023-09-20,Uptown,1958,0,2,1.5,3567,5966,1,1,1,3,15.99,65.5,76.4,789000
1000875,2023-11-05,Suburb,1972,0,5,4.5,1920,13258,1,1,3,8,15.38,42.5,69.8,587800
1000876,2024-12-31,Rural,1984,0,1,2.5,1374,11086,1,1,2,3,20.26,43.6,121.7,343400
1000877,2023-01-03,Uptown,1997,1,6,1.0,1645,14758,2,0,1,1,26.57,45.4,78.1,441500
1000878,2023-06-17,Uptown,2020,0,2,4.5,1596,9770,1,1,2,3,13.76,62.2,93.8,516000
1000879,2023-03-23,Suburb,2014,0,4,1.0,1782,8290,2,2,3,1,34.52,33.7,66.1,357400
1000880,2025-02-21,Suburb,2024,0,1,2.5,1616,3467,1,0,5,7,16.09,19.4,93.2,450800
1000881,2024-04-28,Suburb,1943,1,1,3.0,2192,6461,1,0,2,10,2.21,49.8,46.0,538300
1000882,2023-01-13,Suburb,1960,0,6,4.0,651,12989,1,2,5,2,8.94,14.3,67.8,405200
1000883,2025-03-23,Waterfront,1988,0,6,3.0,1518,6225,2,1,4,8,10.65,40.5,51.4,676900
1000884,2024-12-19,Suburb,1944,0,2,2.5,1664,1557,3,2,5,4,19.33,62.8,64.7,432400
1000885,2025-02-26,Downtown,1970,0,1,4.5,1067,4281,1,3,5,1,5.47,53.7,105.5,532300
1000886,2023-06-28,Uptown,1953,0,5,1.0,3749,9252,1,3,4,7,11.32,60.6,64.5,938600
1000887,2025-08-16,Uptown,2020,1,6,4.5,2999,9733,1,1,4,3,12.55,54.3,93.8,906600
1000888,2023-07-17,Downtown,1945,0,2,3.5,3875,14771,1,1,1,6,9.97,81.2,111.4,1079800
1000889,2024-09-17,Downtown,1952,0,4,4.0,2578,14061,2,2,4,6,21.3,36.2,77.4,788700
1000890,2024-09-04,Suburb,1956,0,2,2.0,905,8347,1,2,1,6,19.77,51.0,99.9,289700
1000891,2023-08-28,Uptown,1952,0,5,1.5,3847,8674,3,2,4,2,24.5,38.4,89.7,924300
1000892,2024-02-16,Waterfront,1988,0,3,3.0,2195,12170,2,1,4,3,11.02,59.4,80.6,741800
1000893,2023-02-27,Uptown,1971,0,1,2.5,3033,1490,1,0,4,8,24.82,44.1,94.5,718100
1000894,2024-05-31,Downtown,2018,0,2,2.5,1911,9252,2,0,4,10,1.72,70.8,118.5,695800
1000895,2025-01-12,Rural,1962,0,4,4.0,2329,7531,1,0,2,1,1.5,37.0,64.0,491100
1000896,2023-12-05,Rural,1986,1,5,3.0,2311,11920,2,0,2,5,3.08,66.1,56.9,568600
1000897,2024-08-12,Uptown,1996,0,1,2.0,1553,12165,1,3,3,9,14.08,53.9,55.6,452600
1000898,2025-11-10,Downtown,1993,0,6,2.5,2553,10110,2,0,3,3,24.82,44.5,99.9,768400
1000899,2023-09-15,Downtown,2008,0,4,1.5,3215,10134,1,2,2,5,8.58,53.1,102.8,921500
1000900,2023-11-15,Suburb,1957,0,6,1.5,574,10614,1,3,3,10,9.71,48.9,66.2,310100
1000901,2023-05-12,Suburb,1983,0,6,1.5,984,9038,2,1,3,10,12.06,50.3,31.0,336500
1000902,2024-08-17,Uptown,2008,1,1,3.5,3617,4035,1,1,2,7,19.16,41.9,63.2,822000
1000903,2023-08-12,Downtown,2014,0,1,3.0,2608,4840,1,2,4,7,9.7,34.5,90.1,794900
1000904,2025-07-25,Suburb,1993,1,5,2.5,4103,11334,2,1,2,7,9.2,40.0,76.5,932100
1000905,2023-11-15,Waterfront,1996,1,2,2.0,2737,9581,1,1,2,3,1.89,19.8,82.0,863200
1000906,2024-12-28,Suburb,2014,0,1,3.0,2918,4178,2,2,3,9,8.85,57.6,66.5,639600
1000907,2023-07-27,Suburb,1993,0,3,3.5,3827,13266,2,2,1,1,24.6,26.5,100.3,884900
1000908,2023-12-20,Downtown,2021,0,6,4.0,2944,14726,2,2,4,1,14.82,41.7,85.6,920200
1000909,2023-07-07,Uptown,1950,0,5,2.5,1719,9690,1,3,4,7,7.34,54.7,90.9,630200
1000910,2024-08-28,Uptown,1969,1,4,3.5,2454,4034,1,1,5,9,25.13,57.6,81.5,686500
1000911,2023-01-31,Rural,1949,0,2,2.5,1372,14124,3,2,2,9,8.73,18.4,89.5,389400
1000912,2023-04-01,Rural,1947,1,3,2.5,1737,4161,1,2,3,7,26.78,43.6,88.1,455300
1000913,2024-07-03,Waterfront,1980,0,5,4.0,3017,6941,1,2,3,4,26.63,51.9,57.6,828300
1000914,2024-08-21,Waterfront,1959,0,1,2.0,1051,12994,1,2,4,4,14.5,45.8,86.2,470200
1000915,2023-12-28,Waterfront,1975,0,4,2.0,2986,8194,1,2,4,5,0.51,65.2,95.4,934700
1000916,2024-04-17,Waterfront,1977,0,1,2.0,2661,4250,2,2,5,3,34.61,32.7,103.4,732300
1000917,2024-04-01,Downtown,1993,0,2,2.5,1641,1937,2,1,5,5,17.49,14.3,87.2,533400
1000918,2025-04-10,Downtown,2021,0,2,2.5,666,5925,2,2,1,2,11.09,57.2,56.8,257300
1000919,2024-05-04,Uptown,2013,0,5,3.0,3107,10344,2,1,2,4,22.61,36.9,60.2,766400
1000920,2025-07-18,Suburb,1972,1,6,2.5,3551,10948,1,2,4,10,20.32,18.6,68.4,810300
1000921,2023-08-26,Downtown,1968,0,1,1.5,3202,3965,1,2,3,8,25.8,42.6,82.2,782300
1000922,2023-08-07,Rural,2006,0,5,4.0,2057,3054,1,2,3,2,8.04,63.5,75.3,480800
1000923,2024-03-18,Suburb,1950,0,4,2.0,2918,10761,2,1,1,3,16.87,26.1,53.3,596600
1000924,2023-03-31,Suburb,1986,0,6,4.0,2035,3058,1,1,3,3,3.33,80.0,53.1,587400
1000925,2025-01-05,Downtown,1976,1,6,1.5,1825,1712,2,1,4,3,20.0,32.4,31.8,526800
1000926,2024-03-04,Uptown,1955,0,1,2.5,1710,7706,1,0,1,7,13.79,46.3,30.0,408300
1000927,2024-02-06,Downtown,1993,0,5,2.5,1280,8907,2,1,3,9,16.53,26.7,75.1,516700
1000928,2024-08-08,Rural,1967,0,4,3.5,4087,4260,2,3,5,8,12.68,45.6,129.0,846100
1000929,2023-03-31,Suburb,1955,0,1,1.5,2965,3799,2,1,3,5,11.74,43.0,117.5,702100
1000930,2024-02-17,Suburb,1996,0,2,4.0,1147,4146,1,3,5,2,6.19,22.7,56.5,469700
1000931,2025-12-01,Uptown,1954,1,6,2.5,3701,5668,3,1,2,2,21.11,87.4,81.3,887000
1000932,2024-11-19,Uptown,1997,0,4,3.0,1059,931,1,2,1,9,27.41,37.6,45.8,363300
1000933,2024-09-21,Suburb,1953,0,3,2.5,2697,966,1,2,4,7,8.99,37.6,49.1,673500
1000934,2024-07-08,Rural,1977,0,2,1.0,1112,6060,1,2,2,6,18.98,59.5,51.7,250500
1000935,2024-05-28,Rural,2009,0,6,2.5,1836,1082,1,2,1,6,17.89,72.2,73.0,449100
1000936,2025-10-23,Downtown,1959,1,2,2.0,2937,5319,2,2,1,9,14.07,61.9,74.0,808000
1000937,2025-10-16,Waterfront,2006,0,1,2.0,4197,9049,1,3,5,9,0.5,27.0,83.6,1249700
1000938,2024-03-24,Downtown,2002,0,4,3.0,4171,1242,1,2,4,1,2.29,48.2,92.6,1112300
1000939,2025-10-10,Rural,2017,0,6,2.5,3814,9573,2,0,2,4,6.97,16.8,70.6,701700
1000940,2023-04-01,Downtown,1954,0,2,1.0,1371,9622,2,1,3,1,0.5,58.5,78.8,471700
1000941,2023-12-17,Uptown,2001,1,2,1.0,846,8941,2,2,2,4,26.67,20.5,53.9,246600
1000942,2023-11-27,Rural,2020,0,3,1.5,3851,9699,2,1,1,7,17.31,33.0,48.4,631500
1000943,2025-02-03,Downtown,2005,0,2,1.5,3916,12291,1,1,5,3,13.73,45.0,45.0,968700
1000944,2024-10-26,Suburb,1956,0,4,3.0,1531,1805,2,2,5,2,0.5,51.7,92.3,471400
1000945,2024-06-01,Suburb,2010,0,2,1.5,570,3197,1,1,2,5,0.5,41.1,70.6,259300
1000946,2023-10-08,Uptown,1949,0,1,4.0,2897,5302,1,2,2,6,13.98,67.8,36.8,674500
1000947,2024-07-09,Suburb,1990,0,2,1.5,781,10571,1,2,5,8,31.73,55.8,76.6,291700
1000948,2023-10-22,Rural,1982,0,6,1.0,649,13194,2,2,3,1,7.71,54.7,50.5,230400
1000949,2024-06-29,Rural,1985,0,6,4.0,3968,13845,1,2,2,3,21.77,26.6,114.5,826500
1000950,2024-01-08,Uptown,1984,0,4,2.0,2334,9067,2,2,2,8,9.68,70.5,65.3,638100
1000951,2025-08-31,Suburb,1942,0,3,2.5,914,6624,1,2,3,7,14.5,33.0,93.0,378400
1000952,2025-03-28,Uptown,1983,0,5,4.5,2922,6650,1,3,3,9,24.93,71.1,102.0,787300
1000953,2023-07-12,Uptown,2020,0,2,4.0,1866,1649,1,0,1,9,10.89,75.3,57.0,500900
1000954,2025-10-27,Downtown,1977,1,4,3.0,2484,7404,1,2,3,9,7.79,52.7,79.7,837200
1000955,2024-12-23,Waterfront,1963,0,5,1.0,3826,8082,1,2,3,6,26.76,60.5,90.2,1067100
1000956,2024-01-20,Rural,2025,0,5,3.0,1380,3757,2,1,2,10,14.41,10.0,80.5,386400
1000957,2024-08-04,Rural,1948,0,2,4.5,2892,11705,1,1,2,5,23.82,42.1,85.9,560800
1000958,2023-08-03,Suburb,1981,0,5,4.0,3566,12329,1,1,3,10,7.83,61.5,48.7,826200
1000959,2023-02-21,Suburb,1984,0,4,1.5,2068,5088,2,1,2,4,26.66,58.9,90.2,457600
1000960,2024-04-06,Suburb,1981,0,6,2.0,4090,13779,1,3,5,5,16.46,26.7,67.3,910700
1000961,2025-05-07,Suburb,2019,1,2,2.0,2159,2320,1,1,3,7,17.91,40.6,85.7,538700
1000962,2024-01-21,Suburb,1976,0,4,1.5,2199,13732,1,0,3,4,15.18,10.0,98.2,598500
1000963,2024-02-26,Downtown,2023,0,5,3.0,3772,11707,1,2,2,2,9.45,51.2,92.7,1021100
1000964,2025-12-21,Downtown,1945,0,2,2.0,2853,3980,1,1,5,9,13.98,16.8,85.7,817600
1000965,2025-12-18,Waterfront,2003,0,5,2.0,3715,10032,2,0,1,5,10.02,62.0,92.1,1050400
1000966,2024-05-23,Suburb,1990,0,1,1.0,3425,5212,1,2,3,10,22.64,62.7,93.1,746400
1000967,2023-02-18,Waterfront,1960,1,5,2.5,3136,12157,2,1,1,4,12.17,37.9,110.9,985000
1000968,2025-01-14,Downtown,1959,0,4,1.5,1393,3081,1,0,4,10,0.53,52.8,77.3,529100
1000969,2025-02-22,Suburb,2001,0,2,2.5,1976,4277,2,2,2,7,0.5,41.7,81.6,520900
1000970,2025-09-28,Downtown,1994,0,1,1.5,3699,5162,2,2,2,8,0.5,48.6,98.5,951000
1000971,2025-11-05,Uptown,1992,0,5,4.5,2779,3635,1,2,1,8,19.56,27.8,67.2,757200
1000972,2024-11-20,Downtown,1944,1,2,1.5,1537,5526,1,1,4,3,3.64,54.3,48.6,494000
1000973,2023-04-28,Downtown,1991,0,3,2.5,1711,9357,1,1,2,9,16.7,20.4,88.9,595900
1000974,2023-10-01,Waterfront,2024,0,1,1.5,3371,9790,3,3,2,10,15.23,17.6,73.5,1006700
1000975,2025-02-24,Uptown,1941,0,6,1.0,1159,8666,3,2,5,7,13.42,43.2,51.4,481700
1000976,2024-10-27,Suburb,1980,0,4,1.5,914,3493,1,0,1,10,17.95,41.8,89.0,274600
1000977,2024-04-22,Suburb,1982,0,6,1.0,3331,3674,2,2,3,9,15.42,49.1,109.5,811800
1000978,2024-03-16,Suburb,2017,0,1,1.5,1567,13856,1,0,1,7,0.5,35.3,42.1,422200
1000979,2025-02-16,Suburb,1964,0,2,2.5,3332,4369,1,2,1,5,11.09,73.3,100.5,710000
1000980,2024-04-07,Downtown,1980,1,4,3.0,2474,2264,2,2,1,9,17.83,47.4,30.0,687100
1000981,2023-06-19,Waterfront,2001,0,4,1.0,4192,7247,1,3,1,2,28.76,48.5,69.2,995800
1000982,2025-12-09,Rural,1945,0,5,2.5,2442,897,1,3,5,6,29.18,48.0,118.5,580500
1000983,2024-01-18,Rural,2008,0,6,3.0,3710,5666,2,1,3,9,1.73,60.0,70.8,774800
1000984,2023-11-02,Suburb,2010,0,5,2.0,3647,12941,1,2,5,10,10.85,53.6,80.0,873800
1000985,2023-03-17,Downtown,2001,1,1,2.0,1284,4597,2,1,2,3,0.5,51.6,94.8,466400
1000986,2024-05-28,Waterfront,1995,0,2,1.0,4186,10794,1,2,4,1,27.68,56.0,40.2,962800
1000987,2025-12-16,Uptown,2004,0,6,2.0,3260,7755,1,2,1,4,23.12,17.6,79.6,796500
1000988,2023-06-25,Downtown,2007,1,4,2.5,896,5846,1,0,1,9,17.16,18.2,79.4,414300
1000989,2023-09-26,Uptown,2017,0,6,4.5,522,10195,3,0,1,6,15.49,43.9,119.0,365700
1000990,2023-07-15,Rural,1976,0,4,4.5,1504,9256,1,0,5,1,26.43,42.0,50.8,376500
